timestamp,MQ3,MQ135,MQ8,MQ5,MQ7,MQ4,MQ6,MQ2,MQ9,BMPTemperature,Pressure(Pa),DHTTemperature,Humidity,Target
2024-09-13 15:29:23,716,894,867,397,952,835,759,735,702,36.10,82955.36,37.00,58.00,TallHorse
2024-09-13 15:29:24,717,893,867,395,955,835,759,733,702,36.10,83463.22,37.00,58.00,TallHorse
2024-09-13 15:29:24,715,896,867,396,954,835,760,734,703,36.10,83800.03,37.00,58.00,TallHorse
2024-09-13 15:29:25,717,896,865,397,953,834,759,735,702,36.11,83812.10,37.00,58.00,TallHorse
2024-09-13 15:29:25,717,895,864,398,954,835,760,736,702,36.11,83955.82,37.00,58.00,TallHorse
2024-09-13 15:29:26,718,893,867,396,955,834,761,738,701,36.11,83969.46,37.00,58.00,TallHorse
2024-09-13 15:29:26,718,894,864,398,953,834,760,737,703,36.11,83990.76,37.00,59.00,TallHorse
2024-09-13 15:29:27,716,895,865,396,953,834,760,739,702,36.11,84059.05,37.00,59.00,TallHorse
2024-09-13 15:29:27,716,894,866,398,955,835,762,738,702,36.11,84065.00,37.00,59.00,TallHorse
2024-09-13 15:29:28,716,894,866,398,954,834,761,739,704,36.12,84109.33,37.00,59.00,TallHorse
2024-09-13 15:29:28,716,894,865,399,955,835,761,739,702,36.12,84076.69,37.00,59.00,TallHorse
2024-09-13 15:29:29,717,897,867,399,954,836,762,740,703,36.12,84092.96,37.00,59.00,TallHorse
2024-09-13 15:29:29,719,895,864,399,956,835,762,740,704,36.12,84083.53,37.00,59.00,TallHorse
2024-09-13 15:29:30,716,894,865,397,954,837,761,740,704,36.13,84044.25,37.00,59.00,TallHorse
2024-09-13 15:29:30,718,896,865,397,954,834,762,741,702,36.13,84054.17,37.00,59.00,TallHorse
2024-09-13 15:29:31,716,898,865,397,955,834,761,740,705,36.12,84005.47,37.00,59.00,TallHorse
2024-09-13 15:29:31,716,895,863,398,954,836,762,739,705,36.13,84026.58,37.00,59.00,TallHorse
2024-09-13 15:29:32,718,896,865,398,954,837,762,740,704,36.13,84019.42,37.00,59.00,TallHorse
2024-09-13 15:29:32,716,896,866,399,955,836,762,742,704,36.13,84035.52,37.00,59.00,TallHorse
2024-09-13 15:29:33,717,896,865,397,954,834,764,740,704,36.13,84040.57,37.00,59.00,TallHorse
2024-09-13 15:29:33,718,894,864,398,955,837,761,741,704,36.13,83970.53,37.00,59.00,TallHorse
2024-09-13 15:29:34,716,894,864,397,954,835,762,740,705,36.13,83928.82,37.00,59.00,TallHorse
2024-09-13 15:29:34,718,895,864,396,954,837,763,740,704,36.14,83896.91,37.00,59.00,TallHorse
2024-09-13 15:29:35,715,896,865,398,954,835,764,740,705,36.13,83575.25,37.00,59.00,TallHorse
2024-09-13 15:29:35,717,896,864,397,954,836,763,741,705,36.14,83153.78,37.00,59.00,TallHorse
2024-09-13 15:29:36,716,895,864,397,955,835,762,740,705,36.14,83019.52,37.00,59.00,TallHorse
2024-09-13 15:29:36,715,895,863,396,954,834,763,738,705,36.13,83014.60,37.00,59.00,TallHorse
2024-09-13 15:29:37,716,896,865,398,954,836,763,740,705,36.13,82973.37,37.00,59.00,TallHorse
2024-09-13 15:29:37,716,897,863,396,953,836,762,738,704,36.13,82933.58,37.00,59.00,TallHorse
2024-09-13 15:29:38,714,896,865,398,955,835,762,738,705,36.13,82910.17,37.00,59.00,TallHorse
2024-09-13 15:29:39,715,894,863,397,953,835,762,740,705,36.13,82898.30,37.00,59.00,TallHorse
2024-09-13 15:29:39,715,895,864,398,954,835,764,738,705,36.12,82883.14,37.00,59.00,TallHorse
2024-09-13 15:29:40,716,895,863,398,955,836,763,739,706,36.12,82869.32,37.00,59.00,TallHorse
2024-09-13 15:29:40,714,895,863,398,955,837,762,737,706,36.12,82863.06,37.00,59.00,TallHorse
2024-09-13 15:29:41,715,895,862,398,953,836,762,736,704,36.12,82859.56,37.00,59.00,TallHorse
2024-09-13 15:29:41,714,895,862,398,954,837,763,737,705,36.12,82852.21,37.00,59.00,TallHorse
2024-09-13 15:29:42,713,896,862,397,955,836,761,736,705,36.11,82851.01,37.00,59.00,TallHorse
2024-09-13 15:29:42,714,895,862,396,955,837,763,737,704,36.11,82845.60,37.00,59.00,TallHorse
2024-09-13 15:29:43,713,896,863,398,955,837,763,735,704,36.11,82847.86,37.00,59.00,TallHorse
2024-09-13 15:29:43,715,895,862,398,953,835,762,737,706,36.11,82840.87,37.00,59.00,TallHorse
2024-09-13 15:29:44,715,897,863,398,954,835,763,736,705,36.11,82840.70,37.00,59.00,TallHorse
2024-09-13 15:29:44,715,896,862,396,953,837,762,735,704,36.11,82839.82,37.00,59.00,TallHorse
2024-09-13 15:29:45,714,895,863,398,957,835,762,736,706,36.11,83026.25,37.00,59.00,TallHorse
2024-09-13 15:29:45,715,895,861,397,954,836,762,735,704,36.10,83785.54,37.00,59.00,TallHorse
2024-09-13 15:29:46,714,894,863,397,955,838,761,738,704,36.11,83836.21,37.00,59.00,TallHorse
2024-09-13 15:29:46,713,897,862,398,954,836,762,739,705,36.11,83876.05,37.00,59.00,TallHorse
2024-09-13 15:29:47,714,897,863,399,955,837,763,739,705,36.11,83826.96,37.00,59.00,TallHorse
2024-09-13 15:29:47,715,895,862,396,953,835,763,740,704,36.12,83925.10,37.00,59.00,TallHorse
2024-09-13 15:29:48,713,894,863,397,955,836,762,739,704,36.11,83970.00,37.00,59.00,TallHorse
2024-09-13 15:29:48,713,895,863,398,955,836,762,739,705,36.12,83939.26,37.00,59.00,TallHorse
2024-09-13 15:29:49,715,896,862,398,954,836,762,742,706,36.12,83977.17,37.00,59.00,TallHorse
2024-09-13 15:29:49,715,897,863,398,952,836,762,740,705,36.12,83937.19,37.00,59.00,TallHorse
2024-09-13 15:29:50,714,897,863,397,954,836,763,742,706,36.13,83994.11,37.00,59.00,TallHorse
2024-09-13 15:29:50,714,895,862,400,954,836,762,741,706,36.12,83963.21,37.00,59.00,TallHorse
2024-09-13 15:29:51,714,898,862,398,955,837,764,741,705,36.14,84016.36,37.00,59.00,TallHorse
2024-09-13 15:29:51,712,895,863,399,954,836,763,741,705,36.14,84006.92,37.00,59.00,TallHorse
2024-09-13 15:29:52,715,894,863,398,953,837,763,740,705,36.14,83962.92,37.00,59.00,TallHorse
2024-09-13 15:29:52,712,895,864,399,954,838,763,740,705,36.13,84007.27,37.00,59.00,TallHorse
2024-09-13 15:29:53,713,897,863,399,954,835,763,743,704,36.14,83968.69,37.00,59.00,TallHorse
2024-09-13 15:29:53,714,897,862,401,952,836,763,743,706,36.14,83999.42,37.00,59.00,TallHorse
2024-09-13 15:29:54,714,895,865,401,953,836,763,741,706,36.14,84022.82,37.00,59.00,TallHorse
2024-09-13 15:29:55,714,897,862,400,953,835,766,741,707,36.14,84015.49,37.00,59.00,TallHorse
2024-09-13 15:29:55,712,896,864,401,955,837,765,742,707,36.14,84012.36,37.00,59.00,TallHorse
2024-09-13 15:29:56,712,897,862,400,956,838,765,743,707,36.14,84025.46,37.00,59.00,TallHorse
2024-09-13 15:29:56,712,895,863,399,954,837,766,743,707,36.14,84029.81,37.00,59.00,TallHorse
2024-09-13 15:40:55,653,869,833,347,926,814,732,634,675,36.16,82828.03,37.00,61.00,MoscatoKWV
2024-09-13 15:40:56,652,868,836,345,927,814,734,633,675,36.18,82825.07,37.00,61.00,MoscatoKWV
2024-09-13 15:40:56,654,869,833,344,926,816,734,634,675,36.20,82825.60,37.00,61.00,MoscatoKWV
2024-09-13 15:40:57,652,868,835,345,929,816,735,632,673,36.20,82828.07,37.00,61.00,MoscatoKWV
2024-09-13 15:40:58,652,868,835,346,927,814,735,632,675,36.21,82823.52,37.00,61.00,MoscatoKWV
2024-09-13 15:40:58,653,867,833,344,927,816,734,632,673,36.21,82824.22,37.00,61.00,MoscatoKWV
2024-09-13 15:40:59,653,868,835,344,929,814,734,631,674,36.21,82829.12,37.00,61.00,MoscatoKWV
2024-09-13 15:40:59,654,869,834,344,927,814,733,633,673,36.21,83813.41,37.00,61.00,MoscatoKWV
2024-09-13 15:41:00,653,866,833,346,927,814,732,634,673,36.22,83978.50,37.00,61.00,MoscatoKWV
2024-09-13 15:41:00,653,870,832,345,926,817,733,636,673,36.22,84079.46,37.00,61.00,MoscatoKWV
2024-09-13 15:41:01,655,869,832,345,927,816,734,638,673,36.22,84176.22,37.00,61.00,MoscatoKWV
2024-09-13 15:41:01,654,870,834,344,926,815,732,641,673,36.22,84152.85,37.00,61.00,MoscatoKWV
2024-09-13 15:41:02,655,866,835,344,926,814,735,641,674,36.23,84188.13,37.00,61.00,MoscatoKWV
2024-09-13 15:41:02,654,868,833,346,927,815,734,644,675,36.23,84208.75,37.00,61.00,MoscatoKWV
2024-09-13 15:41:03,654,869,832,345,926,817,735,645,675,36.23,84189.55,37.00,62.00,MoscatoKWV
2024-09-13 15:41:03,655,868,832,343,928,816,734,643,676,36.24,84187.08,37.00,62.00,MoscatoKWV
2024-09-13 15:41:04,656,870,833,343,926,817,735,646,674,36.24,84201.44,37.00,62.00,MoscatoKWV
2024-09-13 15:41:04,657,869,832,343,928,818,734,646,676,36.25,84186.27,37.00,62.00,MoscatoKWV
2024-09-13 15:41:05,655,868,832,343,928,817,735,645,674,36.24,84149.57,37.00,62.00,MoscatoKWV
2024-09-13 15:41:05,656,870,833,343,929,817,735,647,675,36.25,84150.63,37.00,62.00,MoscatoKWV
2024-09-13 15:41:06,655,868,835,343,928,818,735,646,677,36.24,84148.00,37.00,62.00,MoscatoKWV
2024-09-13 15:41:06,658,867,833,345,927,817,735,649,675,36.25,84076.75,37.00,62.00,MoscatoKWV
2024-09-13 15:41:07,656,869,834,344,927,818,735,648,677,36.25,84126.88,37.00,62.00,MoscatoKWV
2024-09-13 15:41:07,657,867,833,344,926,817,735,648,675,36.26,84145.58,37.00,62.00,MoscatoKWV
2024-09-13 15:41:08,658,869,833,343,928,817,736,649,676,36.25,84127.75,37.00,62.00,MoscatoKWV
2024-09-13 15:41:08,657,869,835,343,929,818,736,648,677,36.25,84159.89,37.00,62.00,MoscatoKWV
2024-09-13 15:41:09,657,870,834,343,927,817,738,649,677,36.26,84149.46,37.00,62.00,MoscatoKWV
2024-09-13 15:41:09,659,867,836,343,930,816,737,651,677,36.26,84159.25,37.00,62.00,MoscatoKWV
2024-09-13 15:41:10,659,870,836,345,929,818,736,652,678,36.26,84120.82,37.00,61.00,MoscatoKWV
2024-09-13 15:41:10,658,868,836,343,927,817,738,652,676,36.27,84104.57,37.00,61.00,MoscatoKWV
2024-09-13 15:41:11,659,869,836,343,928,819,737,652,677,36.27,83999.96,37.00,61.00,MoscatoKWV
2024-09-13 15:41:11,660,867,837,344,928,821,739,652,678,36.27,84044.48,37.00,61.00,MoscatoKWV
2024-09-13 15:41:12,659,869,837,346,928,818,738,653,677,36.26,84089.36,37.00,61.00,MoscatoKWV
2024-09-13 15:41:13,659,867,836,346,927,819,740,652,679,36.27,84123.80,37.00,61.00,MoscatoKWV
2024-09-13 15:41:13,661,868,837,344,929,818,738,653,679,36.26,83862.81,37.00,61.00,MoscatoKWV
2024-09-13 15:41:14,659,868,836,344,926,819,738,652,679,36.26,83329.78,37.00,61.00,MoscatoKWV
2024-09-13 15:41:14,660,868,837,346,926,819,739,653,680,36.27,83145.74,37.00,61.00,MoscatoKWV
2024-09-13 15:41:15,660,869,839,345,928,819,739,651,679,36.27,83085.14,37.00,61.00,MoscatoKWV
2024-09-13 15:41:15,661,871,836,346,929,821,739,652,680,36.26,83036.94,37.00,61.00,MoscatoKWV
2024-09-13 15:41:16,661,868,836,347,926,819,739,652,678,36.27,82974.08,37.00,61.00,MoscatoKWV
2024-09-13 15:41:16,662,869,839,345,928,819,739,652,681,36.26,82952.44,37.00,61.00,MoscatoKWV
2024-09-13 15:41:17,661,868,836,347,928,819,738,651,678,36.26,82926.07,37.00,61.00,MoscatoKWV
2024-09-13 15:41:17,663,870,836,346,928,821,738,651,678,36.26,82905.13,37.00,61.00,MoscatoKWV
2024-09-13 15:41:18,662,871,837,347,930,820,739,648,678,36.26,82885.38,37.00,61.00,MoscatoKWV
2024-09-13 15:41:18,663,869,837,347,927,822,739,648,679,36.26,82877.00,37.00,61.00,MoscatoKWV
2024-09-13 15:41:19,664,871,840,348,928,821,738,649,680,36.25,82865.10,37.00,61.00,MoscatoKWV
2024-09-13 15:41:19,663,870,838,346,928,822,739,648,681,36.26,82856.38,37.00,61.00,MoscatoKWV
2024-09-13 15:41:20,663,871,837,348,926,821,738,647,678,36.25,82850.97,37.00,61.00,MoscatoKWV
2024-09-13 15:41:20,665,871,839,347,928,820,739,649,680,36.25,82851.14,37.00,61.00,MoscatoKWV
2024-09-13 15:41:21,664,871,838,348,930,822,739,646,679,36.24,82844.85,37.00,61.00,MoscatoKWV
2024-09-13 15:41:21,664,869,841,347,927,821,739,646,678,36.25,82845.21,37.00,61.00,MoscatoKWV
2024-09-13 15:41:22,665,871,838,348,929,822,739,647,679,36.25,82838.57,37.00,61.00,MoscatoKWV
2024-09-13 15:41:22,665,870,840,348,926,820,739,647,678,36.25,82839.45,37.00,61.00,MoscatoKWV
2024-09-13 15:41:23,666,872,840,349,930,820,738,647,680,36.24,82836.30,37.00,61.00,MoscatoKWV
2024-09-13 15:41:23,664,870,840,349,928,820,740,646,679,36.24,82837.17,37.00,61.00,MoscatoKWV
2024-09-13 15:41:24,667,871,840,347,928,822,739,647,680,36.24,82832.99,37.00,61.00,MoscatoKWV
2024-09-13 15:41:24,667,869,840,350,930,821,739,646,678,36.24,82829.13,37.00,62.00,MoscatoKWV
2024-09-13 15:41:25,668,869,842,348,928,823,738,645,679,36.24,82834.55,37.00,62.00,MoscatoKWV
2024-09-13 15:41:25,667,871,841,350,929,822,739,646,679,36.24,82829.83,37.00,62.00,MoscatoKWV
2024-09-13 15:41:26,666,871,840,349,929,822,737,646,680,36.25,82830.72,37.00,62.00,MoscatoKWV
2024-09-13 15:41:27,667,870,840,350,930,824,738,645,679,36.24,82826.36,37.00,62.00,MoscatoKWV
2024-09-13 15:41:27,666,870,842,349,929,823,741,645,679,36.24,82824.94,37.00,62.00,MoscatoKWV
2024-09-13 15:41:28,667,872,840,350,928,824,739,644,680,36.24,82836.82,37.00,62.00,MoscatoKWV
2024-09-13 15:41:28,667,872,842,349,931,824,737,644,679,36.24,83806.88,37.00,62.00,MoscatoKWV
2024-09-13 15:41:29,668,870,841,350,928,823,740,646,678,36.24,83935.24,37.00,62.00,MoscatoKWV
2024-09-13 15:41:29,669,873,841,349,927,822,738,648,679,36.24,83954.82,37.00,62.00,MoscatoKWV
2024-09-13 15:41:30,668,871,841,351,930,823,739,649,679,36.24,83975.61,37.00,62.00,MoscatoKWV
2024-09-13 15:41:30,668,871,840,350,929,822,738,653,680,36.25,84030.99,37.00,62.00,MoscatoKWV
2024-09-13 15:41:31,669,870,842,349,931,823,738,651,679,36.25,84136.83,37.00,62.00,MoscatoKWV
2024-09-13 15:41:31,669,871,840,350,928,824,738,652,680,36.25,84047.24,37.00,62.00,MoscatoKWV
2024-09-13 15:41:32,670,870,842,349,931,822,740,653,680,36.25,84061.40,37.00,62.00,MoscatoKWV
2024-09-13 15:41:32,670,873,840,349,929,824,740,655,681,36.26,84051.98,37.00,62.00,MoscatoKWV
2024-09-13 15:41:33,669,871,840,349,928,824,740,655,681,36.26,84008.33,37.00,62.00,MoscatoKWV
2024-09-13 15:41:33,669,874,839,349,929,824,739,656,682,36.26,83961.85,37.00,62.00,MoscatoKWV
2024-09-13 15:41:34,668,870,840,349,928,824,741,656,681,36.26,83907.71,37.00,62.00,MoscatoKWV
2024-09-13 15:41:34,668,871,840,350,928,826,741,656,680,36.26,83948.24,37.00,62.00,MoscatoKWV
2024-09-13 15:41:35,669,871,840,350,929,825,740,656,681,36.26,84061.76,37.00,62.00,MoscatoKWV
2024-09-13 15:41:35,668,872,841,350,928,824,742,656,681,36.26,84177.41,37.00,62.00,MoscatoKWV
2024-09-13 15:41:36,670,871,840,351,931,825,740,658,683,36.26,84184.23,37.00,62.00,MoscatoKWV
2024-09-13 15:41:36,669,872,840,350,929,825,741,658,682,36.27,84214.32,37.00,62.00,MoscatoKWV
2024-09-13 15:41:37,671,871,840,349,928,826,742,658,682,36.28,84171.67,37.00,62.00,MoscatoKWV
2024-09-13 15:41:37,671,870,842,348,930,825,742,660,682,36.28,84190.03,37.00,62.00,MoscatoKWV
2024-09-13 15:41:38,670,873,839,349,930,825,742,660,684,36.28,84208.89,37.00,62.00,MoscatoKWV
2024-09-13 15:41:38,670,872,839,350,928,825,743,659,683,36.28,84225.85,37.00,62.00,MoscatoKWV
2024-09-13 15:41:39,669,872,840,349,931,825,742,660,683,36.28,84302.71,37.00,62.00,MoscatoKWV
2024-09-13 15:41:39,669,873,838,350,928,825,743,660,684,36.28,84349.88,37.00,62.00,MoscatoKWV
2024-09-13 15:41:40,669,872,839,348,928,827,742,661,684,36.28,84326.49,37.00,62.00,MoscatoKWV
2024-09-13 15:41:41,670,871,839,348,930,827,743,662,683,36.28,84357.04,37.00,62.00,MoscatoKWV
2024-09-13 15:41:41,671,873,840,348,928,825,744,663,685,36.28,84329.94,37.00,62.00,MoscatoKWV
2024-09-13 15:41:42,670,873,839,349,931,828,745,664,685,36.29,84377.32,37.00,62.00,MoscatoKWV
2024-09-13 15:41:42,671,871,839,347,929,827,744,664,685,36.28,84302.38,37.00,62.00,MoscatoKWV
2024-09-13 15:41:43,669,872,838,349,929,827,744,664,684,36.29,83886.97,37.00,62.00,MoscatoKWV
2024-09-13 15:41:43,670,872,840,349,931,826,745,664,686,36.28,83321.45,37.00,62.00,MoscatoKWV
2024-09-13 15:41:44,671,873,838,348,931,828,746,662,684,36.28,83156.05,37.00,62.00,MoscatoKWV
2024-09-13 15:41:44,670,871,838,349,931,827,744,662,686,36.28,83113.27,37.00,62.00,MoscatoKWV
2024-09-13 15:41:45,671,871,838,347,929,828,745,663,685,36.27,83063.85,37.00,62.00,MoscatoKWV
2024-09-13 15:41:45,670,873,841,347,928,827,744,663,684,36.27,82997.50,37.00,62.00,MoscatoKWV
2024-09-13 15:41:46,671,871,838,347,930,827,746,662,685,36.27,82955.75,37.00,62.00,MoscatoKWV
2024-09-13 15:41:46,670,871,839,347,930,827,746,661,685,36.27,82926.07,37.00,61.00,MoscatoKWV
2024-09-13 15:41:47,670,871,840,347,931,828,745,660,685,36.27,82914.72,37.00,61.00,MoscatoKWV
2024-09-13 15:41:47,670,872,838,349,931,827,746,659,686,36.27,82895.35,37.00,61.00,MoscatoKWV
2024-09-13 15:41:48,669,872,839,349,931,828,745,658,686,36.27,82891.67,37.00,61.00,MoscatoKWV
2024-09-13 15:41:48,670,873,838,347,931,828,746,658,687,36.27,82876.83,37.00,61.00,MoscatoKWV
2024-09-13 15:41:49,671,870,840,346,929,828,746,659,685,36.26,82859.89,37.00,61.00,MoscatoKWV
2024-09-13 15:41:49,671,873,838,346,929,828,746,658,686,36.27,82859.36,37.00,61.00,MoscatoKWV
2024-09-13 15:41:50,670,872,839,346,929,830,746,658,686,36.26,82854.83,37.00,62.00,MoscatoKWV
2024-09-13 15:41:50,669,874,837,348,928,828,744,659,687,36.26,82845.05,37.00,62.00,MoscatoKWV
2024-09-13 15:41:51,670,872,838,346,929,828,745,657,685,36.26,82845.93,37.00,62.00,MoscatoKWV
2024-09-13 15:41:51,670,871,839,346,929,828,744,657,685,36.26,82830.74,37.00,62.00,MoscatoKWV
2024-09-13 15:41:52,671,873,836,347,929,830,745,657,685,36.26,82821.30,37.00,62.00,MoscatoKWV
2024-09-13 15:41:53,670,873,840,346,928,830,744,657,686,36.25,82839.10,37.00,62.00,MoscatoKWV
2024-09-13 15:41:53,672,872,837,347,931,830,744,658,685,36.25,82836.30,37.00,62.00,MoscatoKWV
2024-09-13 15:41:54,672,871,836,347,931,828,744,656,685,36.26,82840.51,37.00,62.00,MoscatoKWV
2024-09-13 15:41:54,671,872,837,347,931,828,744,656,685,36.25,82834.03,37.00,62.00,MoscatoKWV
2024-09-13 15:41:55,672,871,839,346,930,829,744,656,685,36.25,82831.42,37.00,62.00,MoscatoKWV
