MQ135,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Target
644.4081153869629,671.4862403869629,875.8773727416992,659.1628074645996,747.2011833190918,452.11612701416016,287.65208435058594,604.5653114318848,606.5118446350098,NamaquaTest2509(20degEnvTemp)
642.4081153869629,672.4862403869629,878.8773727416992,659.1628074645996,745.2011833190918,450.11612701416016,287.65208435058594,604.5653114318848,607.5118446350098,NamaquaTest2509(20degEnvTemp)
643.4081153869629,671.4862403869629,875.8773727416992,658.1628074645996,745.2011833190918,450.11612701416016,286.65208435058594,605.5653114318848,609.5118446350098,NamaquaTest2509(20degEnvTemp)
642.4081153869629,671.4862403869629,877.8773727416992,658.1628074645996,745.2011833190918,450.11612701416016,286.65208435058594,606.5653114318848,607.5118446350098,NamaquaTest2509(20degEnvTemp)
643.4081153869629,671.4862403869629,875.8773727416992,660.1628074645996,746.2011833190918,451.11612701416016,286.65208435058594,605.5653114318848,608.5118446350098,NamaquaTest2509(20degEnvTemp)
643.4081115722656,672.4862403869629,875.8773727416992,660.1628074645996,745.2011795043945,449.11612701416016,285.65209197998047,604.5653190612793,608.511848449707,NamaquaTest2509(20degEnvTemp)
643.4081115722656,671.4862403869629,877.8773727416992,659.1628074645996,745.2011795043945,450.11612701416016,286.65209197998047,604.5653190612793,608.511848449707,NamaquaTest2509(20degEnvTemp)
643.4081153869629,670.4862403869629,875.8773727416992,658.1628074645996,747.2011833190918,450.11612701416016,284.65208435058594,606.5653114318848,607.5118446350098,NamaquaTest2509(20degEnvTemp)
642.4081153869629,669.4862403869629,876.8773727416992,657.1628074645996,745.2011833190918,449.11612701416016,285.65208435058594,604.5653114318848,608.5118446350098,NamaquaTest2509(20degEnvTemp)
641.4081153869629,670.4862403869629,876.8773727416992,658.1628074645996,745.2011833190918,448.11612701416016,285.65208435058594,605.5653114318848,608.5118446350098,NamaquaTest2509(20degEnvTemp)
643.4081153869629,671.4862403869629,875.8773727416992,659.1628074645996,746.2011833190918,449.11612701416016,285.65208435058594,604.5653114318848,608.5118446350098,NamaquaTest2509(20degEnvTemp)
641.4081153869629,671.4862403869629,875.8773727416992,659.1628074645996,745.2011833190918,450.11612701416016,285.65208435058594,605.5653114318848,606.5118446350098,NamaquaTest2509(20degEnvTemp)
640.4081153869629,669.4862403869629,877.8773727416992,659.1628074645996,745.2011833190918,447.11612701416016,287.65208435058594,605.5653114318848,607.5118446350098,NamaquaTest2509(20degEnvTemp)
605.4138870239258,631.2286758422852,834.1064529418945,608.2015991210938,712.0389251708984,402.31087493896484,246.0611572265625,575.3914108276367,577.9391937255859,NamaquaTest2509(20degEnvTemp)
642.4081153869629,670.4862403869629,877.8773727416992,657.1628074645996,744.2011833190918,447.11612701416016,286.65208435058594,603.5653114318848,607.5118446350098,NamaquaTest2509(20degEnvTemp)
640.4081153869629,670.4862403869629,875.8773727416992,657.1628074645996,745.2011833190918,447.11612701416016,286.65208435058594,602.5653114318848,608.5118446350098,NamaquaTest2509(20degEnvTemp)
641.4081153869629,671.4862403869629,875.8773727416992,655.1628074645996,745.2011833190918,447.11612701416016,286.65208435058594,602.5653114318848,607.5118446350098,NamaquaTest2509(20degEnvTemp)
640.4081153869629,670.4862403869629,875.8773727416992,656.1628074645996,744.2011833190918,446.11612701416016,284.65208435058594,603.5653114318848,608.5118446350098,NamaquaTest2509(20degEnvTemp)
641.4081153869629,668.4862403869629,876.8773727416992,657.1628074645996,746.2011833190918,446.11612701416016,285.65208435058594,602.5653114318848,608.5118446350098,NamaquaTest2509(20degEnvTemp)
622.6722946166992,658.5479507446289,862.9223022460938,637.6396636962891,717.7400665283203,425.8052520751953,263.40748596191406,585.2852478027344,591.4123077392578,NamaquaTest2509(20degEnvTemp)
621.6722946166992,658.5479507446289,862.9223022460938,637.6396636962891,718.7400665283203,423.8052520751953,262.40748596191406,585.2852478027344,592.4123077392578,NamaquaTest2509(20degEnvTemp)
642.4081153869629,669.4862403869629,875.8773727416992,657.1628074645996,745.2011833190918,444.11612701416016,285.65208435058594,601.5653114318848,606.5118446350098,NamaquaTest2509(20degEnvTemp)
622.6723022460938,656.5479507446289,863.9223098754883,635.6396560668945,717.7400588989258,422.8052520751953,262.4074935913086,583.2852478027344,590.4123001098633,NamaquaTest2509(20degEnvTemp)
641.4081153869629,670.4862403869629,877.8773727416992,656.1628074645996,744.2011833190918,444.11612701416016,287.65208435058594,603.5653114318848,607.5118446350098,NamaquaTest2509(20degEnvTemp)
621.6723022460938,656.5479507446289,862.9223098754883,635.6396560668945,718.7400588989258,423.8052520751953,263.4074935913086,584.2852478027344,590.4123001098633,NamaquaTest2509(20degEnvTemp)
623.6723022460938,656.5479507446289,862.9223098754883,637.6396560668945,717.7400588989258,420.8052520751953,264.4074935913086,585.2852478027344,590.4123001098633,NamaquaTest2509(20degEnvTemp)
631.7988662719727,643.8003616333008,855.2566299438477,630.4582901000977,714.3218688964844,416.53099060058594,269.0253143310547,588.0458221435547,593.2291870117188,NamaquaTest2509(20degEnvTemp)
632.7988662719727,643.8003616333008,854.2566299438477,629.4582901000977,712.3218688964844,416.53099060058594,268.0253143310547,587.0458221435547,592.2291870117188,NamaquaTest2509(20degEnvTemp)
605.7975311279297,626.2182998657227,836.6862640380859,604.2382431030273,681.9730224609375,391.12630462646484,239.56846618652344,563.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
605.7975311279297,626.2182998657227,836.6862640380859,604.2382431030273,680.9730224609375,390.12630462646484,240.56846618652344,563.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
631.7988662719727,644.8003616333008,856.2566299438477,629.4582901000977,713.3218688964844,414.53099060058594,268.0253143310547,587.0458221435547,591.2291870117188,NamaquaTest2509(20degEnvTemp)
631.7988662719727,643.8003616333008,855.2566299438477,629.4582901000977,714.3218688964844,415.53099060058594,268.0253143310547,587.0458221435547,592.2291870117188,NamaquaTest2509(20degEnvTemp)
631.7988662719727,645.8003616333008,855.2566299438477,629.4582901000977,712.3218688964844,414.53099060058594,270.0253143310547,587.0458221435547,592.2291870117188,NamaquaTest2509(20degEnvTemp)
633.7988586425781,644.8003616333008,854.2566299438477,628.4582901000977,712.3218612670898,413.53099060058594,268.0253143310547,588.0458221435547,593.2291870117188,NamaquaTest2509(20degEnvTemp)
606.7975311279297,626.2182998657227,838.6862487792969,605.2382507324219,682.9730224609375,388.1263122558594,238.56846618652344,564.7374877929688,578.0166091918945,NamaquaTest2509(20degEnvTemp)
631.7988662719727,644.8003616333008,854.2566299438477,628.4582901000977,715.3218688964844,412.53099060058594,271.0253143310547,587.0458221435547,593.2291870117188,NamaquaTest2509(20degEnvTemp)
632.7988662719727,643.8003616333008,853.2566299438477,630.4582901000977,715.3218688964844,414.53099060058594,269.0253143310547,585.0458221435547,594.2291870117188,NamaquaTest2509(20degEnvTemp)
631.7988662719727,643.8003616333008,855.2566299438477,629.4582901000977,712.3218688964844,412.53099060058594,271.0253143310547,587.0458221435547,591.2291870117188,NamaquaTest2509(20degEnvTemp)
630.7988662719727,644.8003616333008,856.2566299438477,628.4582901000977,714.3218688964844,412.53099060058594,269.0253143310547,585.0458221435547,591.2291870117188,NamaquaTest2509(20degEnvTemp)
604.7975311279297,626.2182998657227,835.6862640380859,604.2382431030273,679.9730224609375,388.12630462646484,241.56846618652344,563.7374877929688,576.0166015625,NamaquaTest2509(20degEnvTemp)
603.7975311279297,626.2182998657227,835.6862640380859,602.2382431030273,681.9730224609375,386.12630462646484,241.56846618652344,563.7374877929688,578.0166015625,NamaquaTest2509(20degEnvTemp)
603.7975311279297,625.2182998657227,838.6862640380859,603.2382431030273,679.9730224609375,386.12630462646484,239.56846618652344,563.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
602.7975311279297,624.2182998657227,838.6862640380859,602.2382431030273,679.9730224609375,387.12630462646484,240.56846618652344,561.7374877929688,575.0166015625,NamaquaTest2509(20degEnvTemp)
602.7975311279297,625.2182998657227,835.6862640380859,604.2382431030273,680.9730224609375,384.12630462646484,239.56846618652344,563.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
605.7975311279297,627.2182998657227,836.6862640380859,602.2382431030273,680.9730224609375,385.12630462646484,241.56846618652344,563.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
604.7975311279297,626.2182998657227,837.6862640380859,602.2382431030273,681.9730224609375,384.12630462646484,240.56846618652344,562.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
605.7975311279297,627.2182998657227,837.6862640380859,604.2382431030273,682.9730224609375,384.12630462646484,238.56846618652344,562.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
605.7975311279297,627.2182998657227,836.6862487792969,602.2382507324219,682.9730224609375,385.1263122558594,240.56846618652344,562.7374877929688,576.0166091918945,NamaquaTest2509(20degEnvTemp)
604.7975311279297,626.2182998657227,835.6862487792969,602.2382507324219,679.9730224609375,385.1263122558594,239.56846618652344,564.7374877929688,578.0166091918945,NamaquaTest2509(20degEnvTemp)
604.7975311279297,627.2182998657227,837.6862640380859,601.2382431030273,682.9730224609375,382.12630462646484,241.56846618652344,562.7374877929688,578.0166015625,NamaquaTest2509(20degEnvTemp)
604.7975311279297,627.2182998657227,837.6862640380859,601.2382431030273,681.9730224609375,382.12630462646484,241.56846618652344,562.7374877929688,576.0166015625,NamaquaTest2509(20degEnvTemp)
606.7975311279297,627.2182998657227,836.6862640380859,603.2382431030273,681.9730224609375,382.12630462646484,239.56846618652344,563.7374877929688,576.0166015625,NamaquaTest2509(20degEnvTemp)
605.7975311279297,627.2182998657227,837.6862640380859,603.2382431030273,679.9730224609375,382.12630462646484,238.56846618652344,564.7374877929688,578.0166015625,NamaquaTest2509(20degEnvTemp)
604.7975311279297,627.2182998657227,835.6862640380859,603.2382431030273,679.9730224609375,384.12630462646484,238.56846618652344,563.7374877929688,578.0166015625,NamaquaTest2509(20degEnvTemp)
606.7975311279297,628.2182998657227,837.6862640380859,603.2382431030273,679.9730224609375,382.12630462646484,239.56846618652344,565.7374877929688,576.0166015625,NamaquaTest2509(20degEnvTemp)
604.7975311279297,626.2182998657227,835.6862640380859,603.2382431030273,679.9730224609375,381.12630462646484,237.56846618652344,564.7374877929688,578.0166015625,NamaquaTest2509(20degEnvTemp)
606.7975311279297,626.2182998657227,835.6862640380859,601.2382431030273,681.9730224609375,381.12630462646484,240.56846618652344,562.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
607.7975311279297,628.2182998657227,836.6862640380859,600.2382431030273,680.9730224609375,380.12630462646484,239.56846618652344,564.7374877929688,577.0166015625,NamaquaTest2509(20degEnvTemp)
606.7975311279297,627.2182998657227,837.6862640380859,602.2382431030273,680.9730224609375,380.12630462646484,239.56846618652344,563.7374877929688,579.0166015625,NamaquaTest2509(20degEnvTemp)
604.7975311279297,629.2182998657227,838.6862640380859,601.2382431030273,680.9730224609375,380.12630462646484,238.56846618652344,565.7374877929688,578.0166015625,NamaquaTest2509(20degEnvTemp)
555.2535552978516,587.6469879150391,795.6828765869141,551.0966491699219,627.7591857910156,328.1103820800781,185.48483276367188,521.5984344482422,536.1055755615234,NamaquaTest2509(20degEnvTemp)
